	vclaim	title
191	An audio recording features CNN anchor Jake Tapper using racial slurs.	Did Jake Tapper Go on a Racist Tirade?
192	An audio tape captures VP candidate Tim Kaine yelling at his mistress.	Recording Captures Tim Kaine Yelling at His Mistress
193	An autumn 2018 outbreak of E. coli linked to romaine lettuce was caused by a decision by President Trump to reverse existing rules on agricultural water inspection.	Did President Donald Trump Overturn Farm Water Regulations, Causing an E. Coli Outbreak?
194	An e-mail chain revealed by WikiLeaks documents that Hillary Clinton privately maintains an anti-marriage equality stance while publicly stating otherwise.	Does Hillary Clinton Still Secretly Oppose Marriage Equality?
195	"An emergency medical responder said he was given a ""stand down"" order during the mass shooting in Parkland, Florida."	Did a First Responder Say He Was Told to ‘Stand Down’ in Parkland?
196	An employee at a women's health center in Bronx, New York, told an undercover pro-life activist she should dispose of a baby born alive after a failed abortion.	Did an Abortion Clinic Employee Tell a Patient to ‘Flush’ a Baby That Survived Abortion?
197	"An episode of ""The Simpsons"" predicted that U.S. President Donald Trump would cancel his trip to Denmark after the prime minister refused to sell Greenland to the United States."	Did ‘The Simpsons’ Predict Trump Would Try to Buy Greenland?
198	An habitual alcohol abuser lost his penis to frostbite after a drunken sexual encounter with a snowman.	Drunk Man has Sex with Snowman, Loses Genitals to Frostbite
199	An image accurately compares Pope Francis' mood during a visit with President Obama and another visit with President Trump.	Pope Francis Smiled with President Obama, Frowned with President Trump?
200	An image accurately depicts what President Trump and President Obama wrote in the Yad Yashem guest book.	Did Presidents Obama and Trump Write Wildly Different Entries in the Yad Yashem Guestbook?
201	An image posted by a social media user shows Tree of Life mass shooting victim Rose Mallinger.	Is This a Photograph of Tree of Life Synagogue Shooting Victim Rose Mallinger?
202	"An image shows a redesign of the character ""Sonic"" for an upcoming movie."	Is This the ‘Sonic’ Character’s New Redesign?
203	An image shows the official 2020 Olympic logo.	Is This the 2020 Summer Olympics Logo?
204	"An incoming ""record-breaking snowfall"" will blanket most of the U.S. this winter."	Meteorologists Predict Record-Shattering Snowfall Coming Soon
205	An individual stumbled upon a network of mysterious caves in Shropshire, once used by the Knights Templar for secretive rituals.	Were Mysterious Caves Used by the Knights Templar Recently Discovered in Shropshire?
206	An intern made a white supremacist hand gesture in a photograph with President Trump.	Did a White House Intern Make the ‘White Power’ Hand Gesture?
207	An photograph shows Donald Trump's mother, Mary Anne MacLeod Trump.	Is This a Photograph of Donald Trump’s Mother?
208	An unauthorized immigrant shot and killed Gerald and Sharon David in Nevada in January 2019.	Was an Elderly Nevada Couple Shot Dead by an Undocumented Immigrant?
209	"Ann Coulter posted a tweet stating that ""men have no choice but to rape because they have no opportunities to date attractive women?."""	Did Ann Coulter Tweet That ‘Men Have No Choice But to Rape …’?
210	Anonymous seized the domain of white supremacist site Daily Stormer and announced its imminent demise.	Did Anonymous Bring Down The Daily Stormer?
211	"Anthony Hanes was mugged in a ""drug dealing neighborhood"" while doing an online challenge inspired by the movie ""Bird Box."""	Did a Man Performing the ‘Bird Box Challenge’ Get Jumped and Mugged?
212	Anthropologist Jane Goodall likened Donald Trump's actions to primates engaging in dominance behavior.	Did Jane Goodall Compare Donald Trump’s Actions to Primate Dominance Behavior?
213	Anyone bringing supplies to DAPL protesters at the Standing Rock Indian Reservation could be fined $1,000 for the attempt, according to the Morton County Sheriff's Department.	Fines for Bringing Supplies to Standing Rock DAPL Protests
214	Ariana Grande contacted the families of those who died in the Manchester Arena attack, and will pay for their funerals.	Did Ariana Grande Offer to Pay for the Funerals of the Manchester Bombing Victims?
215	Arizona State Senate candidate Bobby Wilson fatally shot his mother in 1963.	Did an Arizona State Senate Candidate Fatally Shoot His Mother?
216	As many as nine transgender children (some adult children) committed or attempted suicide the night Donald Trump was elected President.	Transgender Parenting Groups Report Eight Suicides After 2016 Election
217	As of June 2019, the United States was ranked as having the cleanest air in the world.	Does the U.S. Have the ‘Cleanest Air in the World’?
218	As of November 2017, Pizza chain Papa John's had pulled their advertising from the National Football League.	Did Papa John’s Withdraw Their NFL Advertising Over Anthem Protests?
219	"As part of a federal lawsuit, U.S. President Donald Trump admitted criminal wrongdoing and said or argued to the effect that ""My crimes can't be investigated while I'm president."""	Did Donald Trump Admit Criminal Wrongdoing, Argue ‘My Crimes Can’t Be Investigated While I’m President’?
220	"Astronaut Buzz Aldrin sent a tweet claiming that humanity was in danger, and that a mysterious ""it"" was ""evil itself."""	Buzz Aldrin Tweeted ‘We are all in Danger, it is Evil Itself’?
221	Astronaut Mark Kelly said President Trump's proposed 'Space Force' military branch was a dumb idea.	Did Astronaut Mark Kelly Say the ‘Space Force’ Was a ‘Dumb Idea?’
222	At least one state banned Valentine's Day at schools because it is offensive to Muslims.	Are Schools Banning Valentine’s Day Because it Offends Muslims?
223	Bahamians fleeing the destruction of Hurricane Dorian in late summer 2019 were forced to leave a boat to the U.S. because they didn't have visas.	Were Bahamians Fleeing Dorian Told to Leave a Ferry to Florida Because They Lacked Visas?
224	"Betsy DeVos miscounted the number of words in a poorly-worded ""#AmericaIn3Words"" tweet."	Did Betsy DeVos Tweet ‘It’s Is My Favorite Country’ About America?
225	Between the end of the Civil War and his death, former Confederate General Robert E. Lee expressed opposition to the building of Confederate monuments.	Was Robert E. Lee Opposed to Confederate Monuments?
226	Bill Clinton fathered an illegitimate, mixed-race son named Danney Williams with an Arkansas prostitute in 1985.	Does Bill Clinton Have an Illegitimate Son Named Danney Williams?
227	Bill Clinton was expelled from Oxford University for raping a British classmate named Eileen Wellstone.	Bill Clinton Was Expelled from Oxford Over a Rape Incident?
228	Bill Nye proposed penalizing families with too many children to reduce population growth and slow climate change.	Did Bill Nye Say Parents Should Be Penalized for Having ‘Extra Kids’?
229	"Bill O'Reily hired ""university grad students"" to conduct a phone survey of 25,000 people about the presidential election."	Bill O’Reilly Telephone Poll of 25,000 Voters Shows Trump with a Huge Lead?
230	Black Lives Matter protests in Ferguson were funded by Russia or Russian interests.	Were Black Lives Matter Protests in Ferguson Funded by Russia?
231	Blue Buffalo pet food contains unsafe and higher-than-average levels of lead.	Does Blue Buffalo Dog Food Contain Toxic Levels of Lead?
232	"Botswana condemned President Donald Trump's alleged remarks calling African nations ""shithole countries."""	Did Botswana Condemn Trump’s Alleged ‘Shithole’ Slur Toward African Countries?
233	"Brad Pitt recently slammed liberals for ""taking [his] money"" and has endorsed Donald Trump for President."	Brad Pitt Endorses Donald Trump, Slams Money-Hungry Liberals
234	Bricks of cocaine washed ashore in Florida after Hurricane Dorian.	Did Bricks of Cocaine Wash Up on Beaches After Hurricane Dorian?
235	"British pub chain JD Wetherspoon banned remembrance poppies due to ""multiculturalism""."	Did a British Pub Chain Ban ‘Offensive’ Remembrance Poppies?
236	"Burger King has introduced a new ""adult meal"" for Valentine's Day that includes a sex toy."	Is Burger King Distributing ‘Adult Meals’ and Toys for Valentine’s Day?
237	CNN mislabeled the state of Alabama as Mississippi on a weather map of Hurricane Dorian.	Did CNN Mislabel Alabama as Mississippi on Hurricane Dorian Weather Map?
238	Canadians can be fined $1,000 for eating while driving.	Can Canadians Be Fined $1,000 for ‘Eating While Driving Starting Next Month’?
239	Candy canes were created as Christian symbols representing the blood and purity of Jesus.	Did Candy Canes Originate as Religious Symbols?
240	Celebrity Cruise lines released an ad saying that Donald Trump's supporters were no longer welcome on their ships.	Celebrity Cruise Lines Attacks Trump and His Supporters in New Ad?
241	"Celebrity chef Jamie Oliver proved that the meat in McDonald's hamburgers is ""unfit for human consumption"" due to the use of beef trimmings treated with bacteria-killing ammonium hydroxide."	Did Jamie Oliver Prove McDonald’s Burgers Are Unfit for Human Consumption?
242	Changing your Twitter profile's country setting to Germany will cause Nazi-related accounts to be blocked from view.	Does Switching Your Twitter Location to Germany Block Nazi Content?
243	Charmin had introduced a Pumpkin Spice variety of toilet paper.	Does Charmin make Pumpkin Spice Bathroom Tissue?
244	Chase Bank deleted a tweet advising consumers to shore up low account balances by not eating out or buying coffee.	Did Chase Bank Delete a Tweet Taunting People Who Ask ‘Why Is My Balance So Low’?
245	Chelsea Clinton said Satanism is a religion that deserves respect.	Did Chelsea Clinton Say Satanism Is a Religion That Deserves Respect?
246	Chelsea Clinton said that legalizing abortion created trillions of dollars worth of economic growth.	Did Chelsea Clinton Say Legalizing Abortion Added Trillions to the Economy?
247	"Chelsea Clinton tweeted that ""genital mutilation"" is a culturally loaded, racist term, and that the practice of ""genital cutting"" has many health benefits."	Did Chelsea Clinton Say Female Genital Mutilation Has ‘Health Benefits’?
248	Chelsea Clinton wears an upside-down (inverted) cross that is symbolic of Satan worship.	Does Chelsea Clinton Wear an Upside-Down ‘Satanic’ Cross?
249	Chelsea Clinton's 2010 wedding was paid for by the Clinton Foundation.	Did the Clinton Foundation Pay for Chelsea’s Wedding?
